right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,left href 3,right 19
236,Dominik Livaković,https://fbref.com/en/players/58f077c0/Dominik-Livakovic,GK,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-184,1995,3.0,1,1,2,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/58f077c0/matchlogs/2024/defense/Dominik-Livakovic-Match-Logs,0
237,Stanislav Lobotka,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,29-229,1994,4.3,7,6,3,4,0,2,6,,0,3,0,33.3,3,4,9,10,https://fbref.com/en/players/e1cbb531/matchlogs/2024/defense/Stanislav-Lobotka-Match-Logs,3
238,Saba Lobzhanidze,https://fbref.com/en/players/84d6ce13/Saba-Lobzhanidze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-206,1994,0.1,0,3,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/84d6ce13/matchlogs/2024/defense/Saba-Lobzhanidze-Match-Logs,0
239,Luka Lochoshvili,https://fbref.com/en/players/c8ad0857/Luka-Lochoshvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,26-043,1998,1.9,4,3,3,1,0,3,5,,0,1,0,60.0,3,2,11,7,https://fbref.com/en/players/c8ad0857/matchlogs/2024/defense/Luka-Lochoshvili-Match-Logs,1
240,Fermin López,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-061,2003,0.3,1,1,1,1,0,0,1,0.0,0,0,0,1,0,,0,0,https://fbref.com/en/players/c1fe5f0b/matchlogs/2024/defense/Fermin-Lopez-Match-Logs,0
241,Romelu Lukaku,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,31-059,1993,4.0,0,3,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/5eae500a/matchlogs/2024/defense/Romelu-Lukaku-Match-Logs,0
242,Dodi Lukebakio,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,"FW,DF",be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-291,1997,0.7,1,1,1,1,0,1,1,,0,0,0,0,0,,0,0,https://fbref.com/en/players/0c61c77c/matchlogs/2024/defense/Dodi-Lukebakio-Match-Logs,0
243,Saša Lukić,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,27-333,1996,2.3,8,5,1,5,0,5,2,,0,2,5,6,3,83.3,11,2,https://fbref.com/en/players/c6e8cf1f/matchlogs/2024/defense/Sasa-Lukic-Match-Logs,1
244,Andriy Lunin,https://fbref.com/en/players/3061e1ec/Andriy-Lunin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-151,1999,1.0,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/3061e1ec/matchlogs/2024/defense/Andriy-Lunin-Match-Logs,0
245,Mike Maignan,https://fbref.com/en/players/fcb38f57/Mike-Maignan,GK,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-008,1995,6.3,1,1,1,1,0,1,5,100.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/fcb38f57/matchlogs/2024/defense/Mike-Maignan-Match-Logs,0
246,Kobbie Mainoo,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,19-083,2005,3.3,6,4,1,4,0,3,1,,0,6,0,4,0,75.0,1,12,https://fbref.com/en/players/c6220452/matchlogs/2024/defense/Kobbie-Mainoo-Match-Logs,1
247,Lovro Majer,https://fbref.com/en/players/fc46aab1/Lovro-Majer,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-176,1998,1.6,4,3,1,2,0,2,1,100.0,0,4,0,2,0,4,0,,https://fbref.com/en/players/fc46aab1/matchlogs/2024/defense/Lovro-Majer-Match-Logs,4
248,Donyell Malen,https://fbref.com/en/players/116c35df/Donyell-Malen,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-184,1999,2.1,2,2,2,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/116c35df/matchlogs/2024/defense/Donyell-Malen-Match-Logs,0
249,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,31-068,1993,0.4,5,1,1,4,0,1,3,33.3,0,1,0,2,1,1,,3,https://fbref.com/en/players/48d5bd33/matchlogs/2024/defense/Ruslan-Malinovskyi-Match-Logs,6
250,Giorgi Mamardashvili,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili,GK,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-286,2000,4.0,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/d4b73232/matchlogs/2024/defense/Giorgi-Mamardashvili-Match-Logs,0
251,Dennis Man,https://fbref.com/en/players/2079b3cc/Dennis-Man,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-320,1998,3.0,3,1,2,4,0,2,50.0,,0,1,0,2,0,4,0,0,https://fbref.com/en/players/2079b3cc/matchlogs/2024/defense/Dennis-Man-Match-Logs,0
252,Rey Manaj,https://fbref.com/en/players/7703afb6/Rey-Manaj,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,27-138,1997,1.7,2,2,1,1,0,1,1,0.0,0,0,0,1,0,3,0,,https://fbref.com/en/players/7703afb6/matchlogs/2024/defense/Rey-Manaj-Match-Logs,2
253,Gianluca Mancini,https://fbref.com/en/players/5aa53281/Gianluca-Mancini,DF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-085,1996,1.0,3,1,2,1,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/5aa53281/matchlogs/2024/defense/Gianluca-Mancini-Match-Logs,0
254,Orel Mangala,https://fbref.com/en/players/a572e291/Orel-Mangala,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,26-115,1998,1.5,4,3,2,1,0,1,1,33.3,0,2,,3,4,2,8,1,https://fbref.com/en/players/a572e291/matchlogs/2024/defense/Orel-Mangala-Match-Logs,1
255,Marius Marin,https://fbref.com/en/players/a5106847/Marius-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-316,1998,3.4,9,3,8,1,0,5,10,,0,4,6,50.0,4,5,13,3,https://fbref.com/en/players/a5106847/matchlogs/2024/defense/Marius-Marin-Match-Logs,1
256,Răzvan Marin,https://fbref.com/en/players/7fac99d4/Razvan-Marin,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-049,1996,3.9,7,2,3,4,0,4,9,,0,3,6,44.4,0,5,7,1,https://fbref.com/en/players/7fac99d4/matchlogs/2024/defense/Razvan-Marin-Match-Logs,2
257,Ádám Martin,https://fbref.com/en/players/9b8f61bd/Adam-Martin,"FW,DF",hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-248,1994,0.5,2,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/9b8f61bd/matchlogs/2024/defense/Adam-Martin-Match-Logs,0
258,Mykola Matviyenko,https://fbref.com/en/players/1adcf39e/Mykola-Matviyenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-070,1996,3.0,4,3,2,2,0,2,4,1,,4,9,50.0,4,2,8,2,https://fbref.com/en/players/1adcf39e/matchlogs/2024/defense/Mykola-Matviyenko-Match-Logs,2
259,Kylian Mbappé,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-204,1998,5.2,1,1,2,2,0,4,1,0.0,0,0,0,3,0,1,0,0,https://fbref.com/en/players/42fd9c7f/matchlogs/2024/defense/Kylian-Mbappe-Match-Logs,
260,John McGinn,https://fbref.com/en/players/90f91999/John-McGinn,"MF,FW",sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-267,1994,2.6,1,1,1,4,0,1,25.0,,0,2,0,3,1,2,0,0,https://fbref.com/en/players/90f91999/matchlogs/2024/defense/John-McGinn-Match-Logs,2
261,Callum McGregor,https://fbref.com/en/players/6800f515/Callum-McGregor,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,31-027,1993,2.7,2,1,1,1,0,1,4,,0,2,6,25.0,2,3,4,1,https://fbref.com/en/players/6800f515/matchlogs/2024/defense/Callum-McGregor-Match-Logs,1
262,Scott McKenna,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-242,1996,1.5,1,1,2,1,0,1,1,50.0,0,1,0,3,2,5,0,0,https://fbref.com/en/players/4e5a4cbc/matchlogs/2024/defense/Scott-McKenna-Match-Logs,
263,Kenny McLean,https://fbref.com/en/players/471f16b3/Kenny-McLean,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-185,1992,0.5,3,2,1,2,0,3,3,100.0,0,0,0,3,0,,0,0,https://fbref.com/en/players/471f16b3/matchlogs/2024/defense/Kenny-McLean-Match-Logs,0
264,Scott McTominay,https://fbref.com/en/players/d93c2511/Scott-McTominay,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-216,1996,3.0,4,2,2,1,0,1,1,50.0,,2,7,2,3,1,7,1,https://fbref.com/en/players/d93c2511/matchlogs/2024/defense/Scott-McTominay-Match-Logs,1
265,Anzor Mekvabishvili,https://fbref.com/en/players/6a7cd360/Anzor-Mekvabishvili,MF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-036,2001,2.1,6,3,3,3,0,3,3,100.0,0,4,0,1,5,3,,5,https://fbref.com/en/players/6a7cd360/matchlogs/2024/defense/Anzor-Mekvabishvili-Match-Logs,11
266,Memphis,https://fbref.com/en/players/8f696594/Memphis,"FW,MF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,30-149,1994,5.1,1,1,1,4,0,1,25.0,,0,1,0,3,1,1,0,1,https://fbref.com/en/players/8f696594/matchlogs/2024/defense/Memphis-Match-Logs,2
267,Nuno Mendes,https://fbref.com/en/players/f20e4cc9/Nuno-Mendes,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-022,2002,4.7,12,6,7,3,0,6,2,11,,6,17,11,5,54.5,4,2,https://fbref.com/en/players/f20e4cc9/matchlogs/2024/defense/Nuno-Mendes-Match-Logs,5
268,Mikel Merino,https://fbref.com/en/players/d080ed5e/Mikel-Merino,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-019,1996,2.0,4,3,3,1,0,2,3,66.7,0,2,,1,2,1,4,6,https://fbref.com/en/players/d080ed5e/matchlogs/2024/defense/Mikel-Merino-Match-Logs,1
269,Valentin Mihaila,https://fbref.com/en/players/81a4c239/Valentin-Mihaila,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-160,2000,1.3,3,2,2,1,0,2,1,0.0,0,0,0,1,0,5,0,,https://fbref.com/en/players/81a4c239/matchlogs/2024/defense/Valentin-Mihaila-Match-Logs,5
270,Srđan Mijailović,https://fbref.com/en/players/175bef1f/Srdjan-Mijailovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,30-244,1993,0.8,3,1,1,2,0,3,4,,0,1,0,75.0,1,1,4,4,https://fbref.com/en/players/175bef1f/matchlogs/2024/defense/Srdjan-Mijailovic-Match-Logs,1
271,Georges Mikautadze,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,FW,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-254,2000,3.8,3,1,1,2,0,1,4,,0,0,0,25.0,0,3,0,0,https://fbref.com/en/players/4788cb6b/matchlogs/2024/defense/Georges-Mikautadze-Match-Logs,3
272,Nikola Milenković,https://fbref.com/en/players/bee704fc/Nikola-Milenkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-273,1997,3.0,3,3,1,2,0,1,2,50.0,0,2,0,1,2,2,,11,https://fbref.com/en/players/bee704fc/matchlogs/2024/defense/Nikola-Milenkovic-Match-Logs,5
273,Sergej Milinković-Savić,https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-135,1995,1.3,2,2,2,2,0,1,1,50.0,0,1,0,1,1,3,0,,https://fbref.com/en/players/4e6dbac4/matchlogs/2024/defense/Sergej-Milinkovic-Savic-Match-Logs,2
274,Mario Mitaj,https://fbref.com/en/players/0bf123b6/Mario-Mitaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,20-340,2003,3.0,8,4,6,1,0,8,1,,0,4,11,11,7,72.7,15,4,https://fbref.com/en/players/0bf123b6/matchlogs/2024/defense/Mario-Mitaj-Match-Logs,3
275,Aleksandar Mitrović,https://fbref.com/en/players/3925dbd6/Aleksandar-Mitrovic,FW,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-299,1994,2.7,2,1,1,2,0,0,4,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/3925dbd6/matchlogs/2024/defense/Aleksandar-Mitrovic-Match-Logs,0
276,Maximilian Mittelstädt,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-115,1997,3.4,4,2,1,1,0,3,2,,0,6,8,5,2,60.0,6,6,https://fbref.com/en/players/88d4144a/matchlogs/2024/defense/Maximilian-Mittelstadt-Match-Logs,2
277,Filip Mladenović,https://fbref.com/en/players/a3eabee0/Filip-Mladenovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-331,1991,1.2,2,1,1,1,0,1,5,,0,2,0,20.0,0,4,0,1,https://fbref.com/en/players/a3eabee0/matchlogs/2024/defense/Filip-Mladenovic-Match-Logs,4
278,Jan Mlakar,https://fbref.com/en/players/44d9bd5e/Jan-Mlakar,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,25-262,1998,3.3,3,3,2,1,0,1,2,50.0,0,2,,1,1,1,9,4,https://fbref.com/en/players/44d9bd5e/matchlogs/2024/defense/Jan-Mlakar-Match-Logs,1
279,Jakub Moder,https://fbref.com/en/players/f230bc30/Jakub-Moder,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-095,1999,2.0,2,2,2,3,0,1,2,33.3,0,3,0,1,1,2,,8,https://fbref.com/en/players/f230bc30/matchlogs/2024/defense/Jakub-Moder-Match-Logs,3
280,Luka Modrić,https://fbref.com/en/players/6025fab1/Luka-Modric,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,38-306,1985,2.6,4,4,4,2,0,1,1,50.0,0,1,0,1,1,5,0,,https://fbref.com/en/players/6025fab1/matchlogs/2024/defense/Luka-Modric-Match-Logs,1
281,Vasile Mogos,https://fbref.com/en/players/5a8d43dd/Vasile-Mogos,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,31-254,1992,0.4,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/5a8d43dd/matchlogs/2024/defense/Vasile-Mogos-Match-Logs,0
282,Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,31-262,1992,4.2,6,4,1,2,0.0,0,3,,0,0,0,4,0,4,0,2,https://fbref.com/en/players/129af0db/matchlogs/2024/defense/Alvaro-Morata-Match-Logs,6
283,Lewis Morgan,https://fbref.com/en/players/b675e328/Lewis-Morgan,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-285,1996,1,1,0,,0,0.0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/b675e328/matchlogs/2024/defense/Lewis-Morgan-Match-Logs,0
284,Ernest Muçi,https://fbref.com/en/players/1f1229a9/Ernest-Muci,FW,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,23-114,2001,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/1f1229a9/matchlogs/2024/defense/Ernest-Muci-Match-Logs,0
285,Mykhailo Mudryk,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,23-188,2001,1.9,2,2,1,1,0,2,4,,0,0,0,50.0,0,2,1,1,https://fbref.com/en/players/049a888d/matchlogs/2024/defense/Mykhailo-Mudryk-Match-Logs,2
286,Mert Müldür,https://fbref.com/en/players/1295552e/Mert-Muldur,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-099,1999,3.8,7,6,3,1,0,7,3,12,,8,12,9,5,77.8,7,1,https://fbref.com/en/players/1295552e/matchlogs/2024/defense/Mert-Muldur-Match-Logs,2
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,0.6,2,1,1,1,0,1,2,50.0,0,0,0,1,0,2,0,,https://fbref.com/en/players/3c6089ab/matchlogs/2024/defense/Thomas-Muller-Match-Logs,1
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,4.7,6,4,1,4,0,2,1,66.7,0,7,,3,4,1,2,10,https://fbref.com/en/players/2c0558b8/matchlogs/2024/defense/Jamal-Musiala-Match-Logs,7
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,2.2,6,4,3,3,0,3,6,,0,5,6,50.0,0,3,6,3,https://fbref.com/en/players/2ff76adc/matchlogs/2024/defense/Phillipp-Mwene-Match-Logs,2
290,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-043,1999,0.6,2,1,1,1,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/30d4a2e5/matchlogs/2024/defense/Vitaliy-Mykolenko-Match-Logs,0
291,Joakim Mæhle,https://fbref.com/en/players/c459a650/Joakim-Maehle,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,27-052,1997,3.1,6,4,3,2,0,3,1,1,,2,5,8,3,37.5,9,2,https://fbref.com/en/players/c459a650/matchlogs/2024/defense/Joakim-Maehle-Match-Logs,5
292,Nacho,https://fbref.com/en/players/2946f9a1/Nacho,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-175,1990,2.8,2,1,1,1,0,1,3,33.3,0,3,,2,0,2,15,2,https://fbref.com/en/players/2946f9a1/matchlogs/2024/defense/Nacho-Match-Logs,1
293,Ádám Nagy,https://fbref.com/en/players/788b31e2/Adam-Nagy,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-024,1995,1.8,3,2,2,1,0,2,2,100.0,0,1,0,1,4,7,0,,https://fbref.com/en/players/788b31e2/matchlogs/2024/defense/Adam-Nagy-Match-Logs,3
294,Zsolt Nagy,https://fbref.com/en/players/b415bfe3/Zsolt-Nagy,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-047,1993,0.2,2,1,1,2,0,0,2,,0,0,0,0,0,,0,0,https://fbref.com/en/players/b415bfe3/matchlogs/2024/defense/Zsolt-Nagy-Match-Logs,0
295,Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,38-233,1985,1.7,3,2,1,2,0,2,2,,0,1,0,4,0,11,0,0,https://fbref.com/en/players/3f10bd22/matchlogs/2024/defense/Jesus-Navas-Match-Logs,
296,Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye,"MF,DF",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-260,2000,4.5,5,3,4,1,0,1,2,50.0,0,3,0,1,2,3,,2,https://fbref.com/en/players/8e697a8f/matchlogs/2024/defense/Dan-Ndoye-Match-Logs,7
297,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,"DF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-124,2000,1.3,5,1,2,2,0,2,1,100.0,0,2,0,2,0,7,0,,https://fbref.com/en/players/7ba2eaa9/matchlogs/2024/defense/Pedro-Neto-Match-Logs,1
298,Manuel Neuer,https://fbref.com/en/players/8778c910/Manuel-Neuer,GK,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,38-106,1986,5.3,0,1,1,0,0,0,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/8778c910/matchlogs/2024/defense/Manuel-Neuer-Match-Logs,0
299,João Neves,https://fbref.com/en/players/c2a15a27/Joao-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,19-288,2004,0.9,1,1,5,0,0,5,0,,0,0,0,0,0,,0,0,https://fbref.com/en/players/c2a15a27/matchlogs/2024/defense/Joao-Neves-Match-Logs,0
300,Rúben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-120,1997,1.4,3,1,2,1,0,3,1,0.0,0,1,,1,0,1,1,4,https://fbref.com/en/players/44bfb6c5/matchlogs/2024/defense/Ruben-Neves-Match-Logs,2
301,Florin Niță,https://fbref.com/en/players/a9a3b55d/Florin-Nita,GK,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,37-008,1987,4.0,0,2,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/a9a3b55d/matchlogs/2024/defense/Florin-Nita-Match-Logs,0
302,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-319,1998,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/e6af02e0/matchlogs/2024/defense/Matheus-Nunes-Match-Logs,0
303,Christian Nørgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-123,1994,0.4,1,1,1,1,0,1,1,100.0,0,0,0,0,0,,0,0,https://fbref.com/en/players/df0a4c90/matchlogs/2024/defense/Christian-Norgaard-Match-Logs,0
304,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,21-323,2002,0.3,1,1,1,1,0,1,1,100.0,0,0,0,1,0,,0,0,https://fbref.com/en/players/aa25ce92/matchlogs/2024/defense/Adam-Obert-Match-Logs,0
305,Jan Oblak,https://fbref.com/en/players/ee8508c0/Jan-Oblak,GK,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-186,1993,4.3,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/ee8508c0/matchlogs/2024/defense/Jan-Oblak-Match-Logs,0
306,Darius Olaru,https://fbref.com/en/players/9a129e64/Darius-Olaru,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-130,1998,0.3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,https://fbref.com/en/players/9a129e64/matchlogs/2024/defense/Darius-Olaru-Match-Logs,0
307,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,26-065,1998,3.8,3,3,1,1,0,3,1,,0,1,2,5,2,60.0,5,1,https://fbref.com/en/players/ae44e8e2/matchlogs/2024/defense/Dani-Olmo-Match-Logs,2
308,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-330,2001,4.0,8,6,3,4,2,4,1,4,,7,11,5,3,80.0,6,1,https://fbref.com/en/players/828657ff/matchlogs/2024/defense/Amadou-Onana-Match-Logs,1
309,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-146,2000,0.8,2,1,2,1,0,1,3,,0,1,0,1,0,,0,0,https://fbref.com/en/players/8652a85c/matchlogs/2024/defense/Lois-Openda-Match-Logs,0
310,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-251,1992,3.0,7,7,7,3,0,3,7,100.0,0,9,0,2,1,8,,1,https://fbref.com/en/players/20030c06/matchlogs/2024/defense/Willi-Orban-Match-Logs,9
311,Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-081,1997,2.0,1,1,2,1,0,2,4,,0,0,0,0,0,,0,0,https://fbref.com/en/players/8c3c640c/matchlogs/2024/defense/Mikel-Oyarzabal-Match-Logs,0
312,Salih Özcan,https://fbref.com/en/players/15413fa5/Salih-Ozcan,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-182,1998,1.7,6,3,1,5,0,2,3,66.7,0,7,0,1,0,13,0,,https://fbref.com/en/players/15413fa5/matchlogs/2024/defense/Salih-Ozcan-Match-Logs,4
313,João Palhinha,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-002,1995,3.3,15,9,5,8,0,7,2,6,,6,23,10,8,70.0,5,1,https://fbref.com/en/players/a78ff07f/matchlogs/2024/defense/Joao-Palhinha-Match-Logs,3
314,Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,"MF,FW",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-066,2002,1.4,1,1,2,1,0,1,1,50.0,0,1,0,1,0,,0,0,https://fbref.com/en/players/dc7f8a28/matchlogs/2024/defense/Cole-Palmer-Match-Logs,0
